Close,DateTime
457.3340148925781,735493
424.4400024414063,735494
394.7959899902344,735495
408.9039916992188,735496
398.8210144042969,735497
402.1520080566406,735498
435.7909851074219,735499
423.2049865722656,735500
411.5740051269531,735501
404.4249877929688,735502
399.5199890136719,735503
377.1809997558594,735504
375.4670104980469,735505
386.9440002441406,735506
383.614990234375,735507
375.0719909667969,735508
359.5119934082031,735509
328.8659973144531,735510
320.510009765625,735511
330.0790100097656,735512
336.18701171875,735513
352.94000244140625,735514
365.0260009765625,735515
361.56201171875,735516
362.2990112304688,735517
378.5490112304688,735518
390.41400146484375,735519
400.8699951171875,735520
394.7730102539063,735521
382.5559997558594,735522
383.7579956054688,735523
391.4419860839844,735524
389.5459899902344,735525
382.8450012207031,735526
386.4750061035156,735527
383.1579895019531,735528
358.4169921875,735529
358.3450012207031,735530
347.27099609375,735531
354.7040100097656,735532
352.989013671875,735533
357.6180114746094,735534
335.59100341796875,735535
345.30499267578125,735536
338.3210144042969,735537
325.7489929199219,735538
325.8919982910156,735539
327.5539855957031,735540
330.49200439453125,735541
339.4859924316406,735542
349.2900085449219,735543
342.4150085449219,735544
345.4880065917969,735545
363.2640075683594,735546
366.9240112304688,735547
367.6950073242188,735548
423.5610046386719,735549
420.7349853515625,735550
397.8179931640625,735551
376.1329956054688,735552
387.8819885253906,735553
387.4079895019531,735554
375.197998046875,735555
380.5549926757813,735556
357.8399963378906,735557
350.8479919433594,735558
352.9200134277344,735559
367.572998046875,735560
376.9010009765625,735561
375.3479919433594,735562
368.3699951171875,735563
369.6700134277344,735564
376.4469909667969,735565
375.4909973144531,735566
378.0469970703125,735567
379.2449951171875,735568
381.3150024414063,735569
375.010009765625,735570
369.60400390625,735571
376.85400390625,735572
374.7850036621094,735573
375.0950012207031,735574
361.9089965820313,735575
352.218994140625,735576
346.364990234375,735577
350.5060119628906,735578
352.5419921875,735579
347.3760070800781,735580
351.6319885253906,735581
345.3450012207031,735582
327.06201171875,735583
319.7760009765625,735584
311.39599609375,735585
317.8429870605469,735586
329.9559936523437,735587
320.8429870605469,735588
331.885986328125,735589
334.5719909667969,735590
322.53399658203125,735591
319.00799560546875,735592
327.92401123046875,735593
315.8630065917969,735594
317.239013671875,735595
312.6700134277344,735596
310.73699951171875,735597
320.1929931640625,735598
314.2489929199219,735599
315.0320129394531,735600
281.0820007324219,735601
264.19500732421875,735602
274.4739990234375,735603
286.1889953613281,735604
294.3370056152344,735605
283.3489990234375,735606
290.4079895019531,735607
274.7959899902344,735608
265.6600036621094,735609
267.7959899902344,735610
225.86099243164065,735611
178.10299682617188,735612
209.843994140625,735613
208.0970001220703,735614
199.25999450683597,735615
210.3390045166016,735616
214.86099243164065,735617
211.31500244140625,735618
226.89700317382807,735619
233.406005859375,735620
232.8789978027344,735621
247.8470001220703,735622
253.71800231933597,735623
273.4729919433594,735624
263.4750061035156,735625
233.9149932861328,735626
233.51300048828125,735627
226.4250030517578,735628
217.4640045166016,735629
226.9720001220703,735630
238.22900390625,735631
227.26800537109372,735632
226.85299682617188,735633
217.11099243164065,735634
222.26600646972656,735635
227.7539978027344,735636
223.41200256347656,735637
220.1100006103516,735638
219.8390045166016,735639
219.18499755859372,735640
221.76400756835935,735641
235.427001953125,735642
257.3210144042969,735643
234.8249969482422,735644
233.84300231933597,735645
243.6100006103516,735646
236.3260040283203,735647
240.2830047607422,735648
243.7790069580078,735649
244.53399658203125,735650
235.9770050048828,735651
238.8919982910156,735652
238.7350006103516,735653
237.47000122070312,735654
236.42599487304688,735655
253.8280029296875,735656
254.26300048828125,735657
260.2019958496094,735658
275.6700134277344,735659
281.7019958496094,735660
273.0920104980469,735661
276.1780090332031,735662
272.7229919433594,735663
276.260986328125,735664
274.35400390625,735665
289.60699462890625,735666
291.760009765625,735667
296.3789978027344,735668
294.35400390625,735669
285.3370056152344,735670
281.885009765625,735671
286.3930053710937,735672
290.5929870605469,735673
285.5050048828125,735674
256.29901123046875,735675
260.9280090332031,735676
261.7489929199219,735677
260.0249938964844,735678
267.9599914550781,735679
266.739990234375,735680
245.59500122070312,735681
246.19700622558597,735682
248.5319976806641,735683
247.0290069580078,735684
252.79800415039065,735685
242.71299743652344,735686
247.5260009765625,735687
244.2239990234375,735688
247.27200317382807,735689
253.0050048828125,735690
254.32200622558597,735691
253.69700622558597,735692
260.5979919433594,735693
255.49200439453125,735694
253.17999267578125,735695
245.02200317382807,735696
243.67599487304688,735697
236.07200622558597,735698
236.552001953125,735699
236.1529998779297,735700
224.5870056152344,735701
219.15899658203125,735702
223.8329925537109,735703
228.572998046875,735704
222.8820037841797,735705
223.3560028076172,735706
222.6000061035156,735707
224.62600708007807,735708
235.2689971923828,735709
234.17599487304688,735710
236.4620056152344,735711
231.26800537109372,735712
226.38999938964844,735713
219.42999267578125,735714
229.28599548339844,735715
225.85499572753903,735716
225.80799865722656,735717
236.1450042724609,735718
232.07899475097656,735719
234.92999267578125,735720
240.3580017089844,735721
239.01800537109372,735722
236.1210021972656,735723
229.7819976806641,735724
237.33399963378903,735725
243.86300659179688,735726
241.83200073242188,735727
240.29600524902344,735728
242.1580047607422,735729
241.11199951171875,735730
236.3769989013672,735731
236.9290008544922,735732
237.60499572753903,735733
236.1529998779297,735734
236.802001953125,735735
233.1280059814453,735736
231.94700622558597,735737
234.01800537109372,735738
235.343994140625,735739
240.34800720214844,735740
238.8719940185547,735741
240.9530029296875,735742
237.1100006103516,735743
237.11599731445312,735744
237.2830047607422,735745
237.4080047607422,735746
237.0959930419922,735747
233.34500122070312,735748
230.19000244140625,735749
222.92599487304688,735750
225.8029937744141,735751
225.87399291992188,735752
224.32400512695312,735753
224.95199584960935,735754
225.61900329589844,735755
222.8809967041016,735756
228.48899841308597,735757
229.04800415039065,735758
228.8029937744141,735759
229.7050018310547,735760
229.98199462890625,735761
232.4019927978516,735762
233.54299926757807,735763
236.822998046875,735764
250.8950042724609,735765
249.28399658203125,735766
249.0070037841797,735767
244.6060028076172,735768
245.2120056152344,735769
243.94400024414065,735770
246.9900054931641,735771
244.29600524902344,735772
240.51499938964844,735773
242.7989959716797,735774
243.593994140625,735775
250.9900054931641,735776
249.0110015869141,735777
257.0639953613281,735778
263.0719909667969,735779
258.6210021972656,735780
255.41200256347656,735781
256.33599853515625,735782
260.885986328125,735783
271.9129943847656,735784
269.0299987792969,735785
266.2070007324219,735786
270.7850036621094,735787
269.2279968261719,735788
284.8940124511719,735789
293.114990234375,735790
310.86700439453125,735791
292.0539855957031,735792
287.4639892578125,735793
285.8290100097656,735794
278.0889892578125,735795
279.47198486328125,735796
274.9010009765625,735797
273.614013671875,735798
278.9809875488281,735799
275.8330078125,735800
277.22198486328125,735801
276.04901123046875,735802
288.27801513671875,735803
288.6969909667969,735804
292.6860046386719,735805
293.6239929199219,735806
294.427001953125,735807
289.5899963378906,735808
287.72198486328125,735809
284.6499938964844,735810
281.6010131835937,735811
282.614013671875,735812
281.2269897460937,735813
285.2179870605469,735814
281.8819885253906,735815
278.5769958496094,735816
279.5849914550781,735817
260.9970092773437,735818
265.0830078125,735819
264.4700012207031,735820
270.385986328125,735821
266.3760070800781,735822
264.0799865722656,735823
265.67999267578125,735824
261.5509948730469,735825
258.5069885253906,735826
257.9760131835937,735827
211.07899475097656,735828
226.6840057373047,735829
235.3500061035156,735830
232.56900024414065,735831
230.38999938964844,735832
228.16900634765625,735833
210.4949951171875,735834
221.60899353027344,735835
225.83099365234372,735836
224.7689971923828,735837
231.39599609375,735838
229.77999877929688,735839
228.7610015869141,735840
230.05599975585935,735841
228.1210021972656,735842
229.28399658203125,735843
227.18299865722656,735844
230.29800415039065,735845
235.0189971923828,735846
239.83999633789065,735847
239.8470001220703,735848
243.60699462890625,735849
238.16799926757807,735850
238.4770050048828,735851
240.10699462890625,735852
235.22900390625,735853
230.51199340820312,735854
230.6439971923828,735855
230.3040008544922,735856
229.09100341796875,735857
229.80999755859372,735858
232.9750061035156,735859
231.4929962158203,735860
231.2120056152344,735861
227.0850067138672,735862
230.6179962158203,735863
